title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
P H 682 - Geographic Information Systems and Public Health Spatial Analysis,Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and two hours of activity. and . Theoretical concepts of geographic information systems (GIS) and applications of GIS in public health. ArcGIS 9 software to illustrate the capabilities and uses of GIS in both academic research and regulatory decision making. 3,3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
P H 670 - Public Health Genomics and Epigenetics,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Credit or concurrent registration in P H 610. Credits in other Python courses are also acceptable. Introductory concepts in genomic and epigenetic data storage, manipulation, and analysis framework, with publicly available tools for analysis; hands-on experience in automation include sequence alignment and variant calling, genome assembly and polishing, DNA methylation, heterogeneity, phylogenomics, and metagenomics. Undergraduate students require instructor’s approval for enrolling.",1.5,Automation,technical_skills-1,"{""automation"": 1}"
P H 647 - Quantitative Methods and Health Data Analysis,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC and . Quantitative methods and data analyses in health services administration. Topics include decision analysis, forecasting and regression, project management techniques, data analysis, and data and information management applications. 3",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
P H 644B - Managing High Performing Health Care Organization,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC and . Applications of management theory to health care organizations. Organizational change for performance, behavior, quality management, law and ethics, human resource management, and information technology. 3",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
P H 639 - Water Quality Investigation,Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Two lectures and three hours of laboratory. Human health problems associated with water usage and with various aquatic environments. 3,2.0,Water Quality;Water Usage,technical_skills-1,"{""water quality"": 1, ""water usage"": 1}"
P H 634 - Environmental Protection,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Rationale and mechanisms for control of environmental hazards in areas of food protection and vector control, solid waste, and community issues. 3",4.5,Environmental Protection,sustainability_and_policy-4,"{""environmental protection"": 1}"
P H 630 - Environmental Health Risk Assessment,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Four major steps of risk assessment to include hazard identification, dose-response assessment, exposure assessment, and risk characterization. Will also include risk communication and risk management in environmental arena. 3",2.5,Hazard Identification;Risk Assessment,technical_skills-1,"{""hazard identification"": 1, ""risk assessment"": 2}"
P H 610 - Principles of Programming and Data Structures for Public Health,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Graduate Standing. Lower division undergraduate students require instructor’s permission. Principles of python computer language data structures, focusing on health-related data analytics, health (including genomic) information storage, retrieval, and analysis; create storage, retrieval, and analysis pipelines for automation in big data processing and analytics. Undergraduate students need instructor’s approval to enroll.",5.0,Pipeline;Automation,delivery_and_storage-3;technical_skills-1,"{""pipeline"": 1, ""automation"": 1}"
REL S 376 - Spirituality and Sustainability (D),"Units: GE - CSU Upper Division C - Explorations of Human Experience - Humanities LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Cross-cultural religious views of nature. Attention to sacred texts, writings of naturalists, deep ecologists, and ecofeminists on place of nature in spirituality and role of spirituality in ecology. Courses for Area (D) Critical Issues in Religion, are identified in the course title as (D).",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"R A 778 - Quality Control and Quality Assurance: Pharmaceuticals, Biologics, and Medical Devices","Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . Quality and compliance functions in biotechnology and pharmaceutical companies to include out-of-specification results, developing product specifications, and writing compliant process deviations. Good Laboratory Practices (GLPs). Graded approach for Active Pharmaceutical Ingredients (APIs) manufacturing. Biologics, drugs, and medical device regulations. Quality control (QC) role vs. quality assurance (QA) role. Current trends in industry. 3",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
R A 705 - Project Planning for the Biomedical Industries,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Graduate standing. Introduction to strategies for effective management, planning, and scheduling of regulatory affairs activities and related tasks associated with project development in biomedical industries. 3",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
"R A 601 - Pharmaceutical, Biotechnology, and Medical Device Industries","Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Introduction and foundational knowledge of biotechnology, medical device, and pharmaceutical industries. Commercialization- associated activities to include chemical synthesis, control, drug discovery, manufacturing, marketing, post-marketing surveillance, quality assurance, and regulatory affairs. Company organization and product development. 3",4.0,Quality Assurance;Chemical Synthesis,technical_skills-1;engineering_capabilities-2,"{""chemical synthesis"": 1, ""quality assurance"": 1}"
RTM 477 - Sustainable Tourism Planning,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Nature and scope of sustainable tourism planning. Approaches, principles, and processes for creating sustainability value in tourism. Sustainability assessment and corporate social responsibility for tourism amenities, attractions, services, transportation and facilities. 3",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
RTM 470 - Global Sustainable Tourism Management,"Units: LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC . Global tourism management, economics, development and sustainability. Social, cultural, and environmental impact indicators and management tools for sustainable development. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
RTM 100 - Sustainable Self-Development,"Units: GE - CSU E - Lifelong Learning and Self-Development LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Applications, definitions, key concepts, measures, and theories of sustainable development of individuals and society. Establishment of effective and potentially fulfilling sustainability lifestyle plan for the future. Interrelationships between biodiversity and society. 3",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
RWS 607 - Writing Project Management,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . Managing technical documentation projects. Collaborative writing. Managing writing teams. Conducting task analysis, estimating cost and schedule, preparing document plans, gathering information, testing documents, and managing project documentation. 3",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
RWS 360 - Rhetoric of Sustainability,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Completion of the General Education requirements in Communication and Critical Thinking. Analysis and construction of sustainability texts from a variety of interdisciplinary, popular, and professional contexts. Collaboration through service learning to produce texts related to sustainability. 3",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
RWS 220 - Rhetoric of Written Arguments and the Tutoring of Writing,"Units: GE - CSU A3 - Communication and Critical Thinking - Critical Thinking LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Satisfaction of the SDSU Written Communication Assessment requirement and completion of one of the following courses with a grade of C- or better: or or or or [or or ] or . Critical thinking, reading, and writing. Rhetoric of written arguments in exploring theories and practices related to learning to write and the tutoring of writing. Cohesion, rhetorical conventions, and structure. Not open to students with credit in AFRAS 200, AMIND 225, CCS 200, LING 200, or RWS 200 [or ECL 200].",3.5,CCS,production-3,"{""ccs"": 1}"
RWS 200 - Rhetoric of Written Arguments in Context,"Units: GE - CSU A3 - Communication and Critical Thinking - Critical Thinking LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC ECL 200 Satisfaction of the SDSU Written Communication Assessment requirement and completion of one of the following courses with a grade of C- or better: or or or or [or or ] or . Further practice in writing, reading, and critical thinking. Emphasis on rhetoric of written arguments in context and using multiple sources in writing. Continued attention to structure, cohesion, and rhetorical conventions. International students are advised to take LING 200. Not open to students with credit in AFRAS 200, AMIND 225, CCS 200, ECL 200, or LING 200. Completion of Rhetoric and Writing Studies 200 may require completion of the library workbook assignment.",3.5,CCS,production-3,"{""ccs"": 1}"
SWORK 740 - Advanced Seminar in Administration and Community Development in Social Work and Gerontology,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC . and concurrent registration in or . Human services program design, strategic planning, marketing, organizational performance management, human resource management, and development of grant proposals. 3",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
SWORK 670 - Social Work Foundation Practice Skills,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC Admission to advanced standing program. Skill development and application of social work practice. Engagement, assessment, risk assessment, application of theoretical models to client interventions. 3",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
SUSTN 495 - Internship in Sustainability,"Units: CNC: Credit/No Credit [or ] and [or ]. Supervised internship in campus, community, or international organizations, government agencies, or businesses where concepts and principles of sustainability can be learned experientially and put into practice. 3",5.0,Sustainability,sustainability_and_policy-4,"{""sustainability"": 2}"
SUSTN 353 - Sustainability and Culture,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Examination of efforts of anthropology to understand sustainability and provide solutions to human-environmental problems. Compares and explores sustainability in a variety of contexts and scales, from San Diego region to diverse communities around the world. 3 This course satisfies the general education cultural diversity requirement.",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
SUSTN 334 - Politics of the Environment,"Units: GE - CSU Upper Division D - Explorations of Human Experience - Social and Behavioral Sciences LCR: Letter Grade with Cr/NC available. The grading default for the class will be letter grade, but students can opt to take it for Cr/NC Environmental politics and policy in historical and comparative non-dominant perspective. Alternative environmental world views, cases/materials on sustainability, climate change, social and racial justice, globalization and developing nations. 3 This course satisfies the general education cultural diversity requirement.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
ACCTG 675 - Seminar in Accounting Information Systems Audit and Control,"Units: LTR: Letter Graded. The class will be offered for letter grade with no option to take it for Cr/NC ACCTG 621 or MIS 687. Risk assessment and management in accounting systems, including impact on clients’ business and audit functions, external and internal auditor issues, internal controls in computerized environments, issues related to Sarbanes-Oxley Act, and application of computer-assisted audit techniques (CAATs) using current audit software.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
