title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
IME 4140 - Data Analysis: Application in Industrial and Systems Engineering (3),"Introduction of data analytics that are essential for decision makers to make the best possible decisions based on the available data. Techniques for acquiring, summarizing, and visualizing data as well as building decision models to support the decision making process. IME 312, IME 314, or . Lecture Graded Only May be taken only once Major Course",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
IME 3261 - Production Planning and Control (3),"Principles of supply chain planning and control systems; Methods of forecasting, planning, scheduling, and controlling production, inventory and project activities; Quantitative models and computer systems. IME 224, or ; and IME 312, IME 314, or ; and IME 113 or . Lecture Graded Only May be taken only once Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
IME 2241L - Industrial and Manufacturing Engineering Fundamentals Laboratory (1),"Introduction to industrial and manufacturing engineering concepts, functions, lean manufacturing, teamwork, and project management. Includes study skills, time organization, engineering communications. Theory and application of work analysis as related to process design facilities, workplace layout, tools and equipment, and services. Analytical techniques of measurement of work content including stopwatch time study, standard data, predetermined time systems, computerized work measurement, and work sampling. Team project based on real industrial situations. . Laboratory Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
IME 2241 - Industrial and Manufacturing Engineering Fundamentals (2),"Introduction to industrial and manufacturing engineering concepts, functions, lean manufacturing, teamwork, and project management. Includes study skills, time organization, engineering communications. Theory and application of work analysis as related to process design facilities, workplace layout, tools and equipment, and services. Analytical techniques of measurement of work content including stopwatch time study, standard data, predetermined time systems, computerized work measurement, and work sampling. Team project based on real industrial situations. . Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
HRT 6500 - Human Resource Management in the Hospitality Industry (3),"Effective management of human resources/human capital in the hospitality industry. Application of human resource management techniques and strategies to hotels, restaurants and other hospitality workplaces in the planning, recruitment, selection, training, performance management, coaching, counseling, discipline, and delegation of daily and long term work processes. Lecture Graded Only May be taken only once Major Course",2.0,Resource Management,technical_skills-1,"{""resource management"": 2}"
IBM 4952 - Marketing Research Practicum (3),Integration of all aspects of marketing and marketing research into comprehensive plans and courses of action across the whole spectrum of research process. Emphasis will be given to successful project management and written and oral communications with clients. and . Lecture Graded Only May be taken only once Major Course,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
IAM 6710 - International Apparel Retail Strategy (3),"Critical issues faced by international apparel retailers and best practices in retail strategic management. Topics include: management decision making, human resource management, use of IT systems, customer relationship management, multichannel retailing, retail entrepreneurship and globalization of apparel retailing. , , and . Lecture Graded including RP May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
IAM 5600 - Sustainability and Emerging Technologies in Textiles and Apparel (3),"Current advances in sustainable textile and apparel materials, processes and business technologies. Application of innovative materials in apparel and related end-uses. Emerging technologies used in the apparel industry for communications, sourcing, product development, manufacturing, logistics, retail management, consumer use, and end-of-life options are explored. and , or equivalent. Lecture 3 lectures/problem solving Graded including RP May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
INA 6140 - Project Management for Interior Architects (3),"Exploration of the various phases of an interior architecture project, distinguishing between residential and commercial as well as differing methods relating to small and large offices. Designer/client contract, construction/implementation process, estimating, scheduling, risk avoidance, and staffing issues. Individual and team work to create standard documents and checklists. INA Graduate Standing. Seminar Graded including RP May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
INA 5110 - Interior Architecture Studio A (4),"Space planning in commercial design. Design concepts for complex multilevel project requirements. Circulation and spatial adjacencies, and individual offices and workstations. The design presentation combines three-dimensional model-making with a range of line drawing representations (interior perspectives, plans, sections, material, and furnishing boards). Emphasis on space planning strategies, issues of social and environmental sustainability, and code requirements (including exiting and handicap accessibility). INA Graduate Standing. Seminar Graded including RP May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
ENG 5235 - Practicum in Teaching ESL (3),"Synthesizes TESL studies through practical applications across student levels and diverse populations. Includes curriculum analysis and design, textbook and material selection, professional development, TESOL methodology, classroom observations, materials preparation, supported teaching practice, second-language literacy projects, and assessment issues and techniques. Graduate Standing. Seminar Graded Only May be taken only once Major Course",1.5,Material Selection,technical_skills-1,"{""material selection"": 1}"
EWS 4750S - Communities and Culture Service Learning (3),"Explores social and cultural issues impacting local communities. Communities of color have always had an investment in self-representation ? shaping their image for public consumption, and for building and strengthening community as a catatylst for social change. Topics include demographics shifts, ethnic tensions, multi-ethnic coalitions, urban poverty, immigration, environmental inequality, and sustainability, and how these issues intersect with community organizing and civic engagement. Explore community resistance in and through environmental justice, food justice, prison abolition, immigrant rights, popular culture, music, literature and theater. Junior or Senior Standing; and EWS 140, EWS 145, or . Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
EWS 4750 - Communities and Culture (3),"Explores social and cultural issues impacting local communities. Communities of color have always had an investment in self-representation shaping their image for public consumption, and for building and strengthening community as a catatylst for social change. Topics include demographics shifts, ethnic tensions, multi-ethnic coalitions, urban poverty, immigration, environmental inequality, and sustainability, and how these issues intersect with community organizing and civic engagement. Explore community resistance in and through environmental justice, food justice, prison abolition, immigrant rights, popular culture, music, literature and theater. Junior or Senior Standing. Lecture Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
FST 4271 - Unit Operations in Food Processing II (2),"Study of mechanical separations, separation and concentration using membranes, dehydration, evaporation, packaging and other unit operations in food processing that involve mass transfer with or without heat transfer. 2 hours lecture/discussion. C- or better in or FST 417. . Lecture 2 hours lecture/discussion. Graded Only May be taken only once Major Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
FST 4170 - Unit Operations in Food Processing I (2),"Study of raw materials preparation, size reduction, homogenization, pasteurization, canning, aseptic processing, freezing, and other unit operations in food processing technology that involve physical changes of raw materials and/or heat transfer. Two hour lectures per week. C- or better in the following: , CHM 201, , or CHM 316; , CHM 250L, , or CHM 317L; or FST 332; or FST 332L; or MIC 201; and or MIC 201L. Lecture Graded Only May be taken only once Major Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
FST 3321 - Food Process Engineering (3),"Process engineering principles and related calculations are introduced for food processing applications, including unit conversion, thermodynamics, material and energy balance, basic fluid mechanics, steady-state and unsteady-state heat transfer, psychrometry, and refrigeration. C- or better in the following: or CHM 123; or CHM 123L; or PHY 121; or PHY 121L; or MAT 120; and and , or or FST 125 in curriculum year 20-21 and prior. . Lecture 3 hours lecture Graded Only May be taken only once Major Course",4.5,Heat Transfer;Process Engineering,technical_skills-1;engineering_capabilities-2,"{""process engineering"": 2, ""heat transfer"": 1}"
FST 3321L - Food Process Engineering Laboratory (1),"Process engineering principles and related calculations are introduced for food processing applications, including unit conversion, thermodynamics, material and energy balance, basic fluid mechanics, steady-state and unsteady-state heat transfer, psychrometry, and refrigeration. C- or better in the following: or CHM 123; or CHM 123L; or PHY 121; * or PHY 121L; or MAT 120; and and , or or FST 125 in curriculum year 20-21 and prior. . Laboratory 1 three-hours laboratory Graded Only May be taken only once Major Course",4.5,Heat Transfer;Process Engineering,technical_skills-1;engineering_capabilities-2,"{""process engineering"": 2, ""heat transfer"": 1}"
FST 1250 - Introduction to Food Science and Technology (3),"An introduction to the scope, principles and practices of food science and technology. Basic aspects of chemistry, microbiology and sensory analysis of food products. Introduction to food packaging, safety and sanitation and basics of food laws and regulations. Principles of food engineering and the most common methods of food preservation. Overview on sustainability and the commercial processing of specific food commodities. Lecture 3 hours lecture/problem solving. Graded Only May be taken only once Major Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"GEO 3520 - Latin America: People, Environment, and Sustainability (3)","Examination of Latin America in cultural, economic, environmental, and political terms, especially in relation to the United States. Addresses the physical and cultural geography of Latin America - a dynamic region - in the overarching theme of globalization. GE Area A. Seminar 3 hours lecture/discussion. Graded Only May be taken only once Major Elective Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"GEO 3500 - United States and Canada: People, Environment, and Sustainability (3)","Analysis and presentations of topics and problems in the physical, cultural and regional patterns of the United States and Canada. GE Area A. Lecture 3 hours lecture/discussion. Graded Only May be taken only once Major Elective Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
"GEO 3570 - Asia: People, Environment, and Sustainability (3)","Studies of physical, cultural, and political environmental patterns and trends in non-Russian Asia, including East Asia, South Asia, Southeast Asia, and Southwestern Asia. Emphasis on geographic characteristics in these regions and their connections to the rest of the world in the context of historical and current events and interests. GE Area A. Lecture 3 hours lecture/discussion. Graded Only May be taken only once Major Elective Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GSC 3210L - Engineering Geology I Laboratory (1) [B5],"Laboratory investigation of geology aspects of engineering problems. Includes rock and soil properties, structure, erosion, sedimentation, groundwater flow, seismic explorations, rock/soil movements, landslide hazard assessment, ground motion analysis, liquefaction susceptibility and general site evaluations. Individual and group study of selected engineering geology problems. Instruction is carried out in the field and laboratory. Course fulfills GE synthesis B5. Upper Division standing; and Lower division GE requirements in Areas A and B. . Laboratory Graded Only May be taken only once",3.5,Liquefaction,delivery_and_storage-3,"{""liquefaction"": 1}"
GSC 1100 - Water in a Changing World (3) [B1],"Introduction to water resource issues affecting urban, agricultural, and natural end-users in California, and the arid southwest. Integrates basic hydrologic principles, discussion of recent research, and historical issues to understand current water resource management decisions and future trends in water use. Lecture Graded Only May be taken only once",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
GSC 1010 - Planet Earth: A Citizen’s Guide (2) [E],"Development of knowledge pertinent to Earth stewardship and global citizenship, with emphasis on building and maintaining a habitable earth. Survey of issues such as climate change, environmental and natural hazards, water resource development and conservation, and/or environmental sustainability, with their social, emotional, financial, psychological, and physiological impacts. . Lecture Graded Only May be taken only once Major Course, GE Course GSC 1010 and together satisfy GE Area E.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEO 4400L - Advanced GIS Laboratory (1),"Technical issues of geographic information systems. Topics include: data structures, database models, error estimation, and product generation. 3 hours laboratory. and . . Laboratory 3 hours laboratory. Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEO 4100L - Remote Sensing of the Environment Laboratory (1),"Principles and techniques of remote sensing using remotely sensed data to examine physical and cultural geographic scenes. Remote sensing applications in urban planning, agriculture, ecosystem management, atmosphere and earth sciences, and geographic information systems. and . . Laboratory Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEO 4100 - Remote Sensing of the Environment (2),"Principles and techniques of remote sensing using remotely sensed data to examine physical and cultural geographic scenes. Remote sensing applications in urban planning, agriculture, ecosystem management, atmosphere and earth sciences, and geographic information systems. and or Instructor consent. . Lecture Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEO 4050L - Geodemographics with GIS Laboratory (1),"Application of Geographic Information Systems (GIS) techniques for the analysis of spatial and locational patterns of human population, population characteristics and population change. Housing, migration and commuting patterns. Market analysis and site location decision support. Neighborhood segregation and transitions. and or Instructor consent. . Laboratory Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
GEO 4050 - Geodemographics with GIS Lecture (2),"Application of Geographic Information Systems (GIS) techniques for the analysis of spatial and locational patterns of human population, population characteristics and population change. Housing, migration and commuting patterns. Market analysis and site location decision support. Neighborhood segregation and transitions. and or Instructor consent. . Lecture Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
"GEO 3590 - Europe: People, Environment, and Sustainability (3)","Analysis and presentations of issues in the natural environment and the cultural landscape of Europe. Major current trends in social, cultural, economic, and political developments in Western and Eastern Europe; relationship between historical and geographical regional diversity. GE Area A. Lecture Graded Only May be taken only once Major Elective Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
GEO 4400 - Advanced GIS (2),"Technical issues of geographic information systems. Topics include: data structures, database models, error estimation, and product generation. 3 hours lecture/problem-solving. and or Instructor consent. . Lecture 3 hours lecture/problem-solving. Graded Only May be taken only once Major Course",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
"GEO 3580 - Africa: People, Environment, and Sustainability (3)","Physical, cultural and regional patterns of the nations of Africa. Emphasis within regions on development patterns of the new countries in Africa. 3 hours lecture/discussion. GE Area A. Lecture 3 hours lecture/discussion. Graded Only May be taken only once Major Elective Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HST 3306 - Modern India (3) [C3 or D4],"History of modern India’s transition from a British colony to the world’s largest democracy. Interactions among the forces of tradition and modernity, colonialism and nationalism, communal separatism and national integration. Challenges to democracy, development, social justice, and ecological sustainability in independent India. Lower division GE requirements in Area A, at least two sub-areas in Area C, and at least two sub-areas in Area D. Lecture Graded Only May be taken only once Major Course, GE Course",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HRT 3500 - Management of Human Resources in Hospitality (3),"Effective management of human resources in the hospitality industry. Application of human resource management techniques to hotels, restaurants and other hospitality workplaces in planning, recruitment, selection, training, performance management, coaching, counseling and discipline, delegation and decision-making. Lecture 3 hours lecture/discussion. Graded Only May be taken only once Major Course",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
GEO 2400L - Geographic Information Systems Laboratory (1),"Presents geographic concepts in the framework of geographic information systems (GIS). Basic understanding of the theoretical basis of GIS and spatial data. Basic techniques for the computer processing of geographical systems analysis and modeling. Understanding of questions that GIS can answer. 3 hours laboratory. . Laboratory 3 hours laboratory. Graded Only May be taken only once Major Course, Service Course",3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
GEO 2400 - Geographic Information Systems (2),"Presents geographic concepts in the framework of geographic information systems (GIS). Basic understanding of the theoretical basis of GIS and spatial data. Basic techniques for the computer processing of geographical systems analysis and modeling. Understanding of questions that GIS can answer. . Lecture Graded Only May be taken only once Major Course, Service Course",3.0,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 2}"
GBA 6460 - Sustainable Finance (3),"Introduction to sustainability and its implications for finance professionals in business firms. Application of financial decision-making tools, the adaptation of sustainability analysis of financial markets participants. Covers market efficiency, valuation and analysis, bond valuation in context of ESG reporting, capital budgeting and cost of capital related issues in context of ESG reporting. Integrated Portfolio Management is studied from the point of view of the ESG focused portfolio manager (or investor) and from the point of view of traditional financial institutions such as banks and insurance companies. . Seminar Graded Only May be taken only once As needed; see Academic Department Major Course",7.0,Sustainable Finance;ESG;Sustainability,sustainability_and_policy-4,"{""sustainability"": 2, ""esg"": 3, ""sustainable finance"": 1}"
GBA 6360 - Project Management (3),"Project Management knowledge areas. Project initiation and charter. Project triple constraints, Time and cost Management, CPM, PERT, time and cost trade off and project expediting, resource allocation and leveling. Risk management, Management of human resources, team dynamics, and organizational issues. Project monitoring and control, earned value analysis. Procurement and Quality Management. Graduate Standing. Lecture Graded Only May be taken only once Major Course",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
GBA 6280 - Management Science (3),"Quantitative theory and application of quantitative techniques to managerial decision making, Application of quantitative modeling to marketing, finance, and operations business functions, Linear programming models, integer programming. Network models including distribution and delivery system analysis, shortest path, maximal flow, and project management, Computer simulation modeling Graduate Standing. Lecture Graded Only May be taken only once Major Course",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
GBA 6210 - Data Mining for Business Analytics (3),"Knowledge, experiences, and programming skills of applying predictive analytics in business contexts with hands-on exercises and projects. Model significant and meaningful patterns embedded in historical data using data mining techniques, evaluate performance of machine learning models, and deploy the models for prediction. . Lecture Graded Only May be taken only once",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
GBA 6060 - Introduction to Business Analytics - Business Metrics and Analytics (3),"Introduction to the descriptive analytics cycle. Problem framing, data collection, data cleaning, data visualization, data analysis, and dissemination of results. Storytelling for intelligence dissemination. Data warehousing and on-memory database solutions. Differences between descriptive analytics and predictive analytics, prescriptive analytics, social media analytics, and Big Data. Ethical and privacy challenges. Lecture Graded Only May be taken only once Major Course",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
ETE 2801L - Industrial Electronics and PLC’s Laboratory (1),"Modern industrial electronics and control devices - relays, contactors. PLCs and ladder diagram programming; Introduction to industrial control systems. DC and AC motors; three-phase power and its control, optoelectronic devices, SCRs, Triacs and other thyristor devices. ECET or ESET major, and C- or better in or ETE 204, , or ETE 230, and or ETE 230L. . Laboratory Graded Only May be taken only once Spring Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
ETE 2801 - Industrial Electronics and PLC’s (3),"Modern industrial electronics and control devices - relays, contactors. PLCs and ladder diagram programming; Introduction to industrial control systems. DC and AC motors; three-phase power and its control, optoelectronic devices, SCRs, Triacs and other thyristor devices. ECET or ESET major, and C- or better in or ETE 204, or ETE 204L, or ETE 230, and or ETE 230L. . Lecture Graded Only May be taken only once Spring Major Course",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
"ETE 2721L - Electronic CAD, Manufacturing and PCB Fabrication Laboratory (2)","Manufacturing and fabrication processes associated with electronic products. Electronic and Mechanical Computer Aided Design (CAD) associated with Printed Circuit Board (PCB) design and manufacturing techniques. Introduction to testing and Quality assurance (QA) processes used by the Electronics Manufacturing industry. ESET major; C- or better in or ETE 204, or ETE 204L, or ETE 230, and or ETE 230L. . Laboratory Graded Only May be taken only once Non-Major/Non-Service Course",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
"ETE 2721 - Electronic CAD, Manufacturing and PCB Fabrication (1)",Manufacturing and fabrication processes associated with electronic products. Electronic and Mechanical Computer Aided Design (CAD) associated with Printed Circuit Board (PCB) design and manufacturing techniques. Introduction to testing and Quality assurance (QA) processes used by the Electronics Manufacturing industry. ESET major; C- or better in or ETE 204; or ETE 204L; or ETE 230; and or ETE 230L. . Lecture Graded Only May be taken only once Major Course,1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
ECE 5850 - Computer Organization (3),"Memory subsystems; Cache, main memory and virtual memories. Instruction pipelines and pipeline hazards, dynamic scheduling algorithms, instruction level parallelism. Multiple instruction issues, multi-core processing. Graduate standing; and , ECE 425, or upper-division undergraduate course in computer architecture. Lecture Graded Only May be taken only once Major Course",4.0,Pipeline,delivery_and_storage-3,"{""pipeline"": 2}"
ECE 5750 - Distribution System and Power Quality (3),"Characteristics of power distribution system, analysis of voltage drop, power loss, and voltage regulation, design of power lines and substations, system planning, automation and protection, power quality phenomena, analysis and mitigation of voltage sag and variation, overcurrent, frequency oscillations, and harmonics in distribution network. ECE Major, graduate standing, and or ECE 310. Lecture Graded Only May be taken only once Major Course",2.5,Power Quality;Automation,technical_skills-1,"{""power quality"": 2, ""automation"": 1}"
ECE 5700 - Smart Grid in Power System (3),"Study of Smart Grid in Power System Network, in particular study of power generation, transmission, distribution, storage, renewable and green energy. Description of components of a power grid system, their interactions and effects on the grid system. Information fusion and system integration. Decision support tools, smart metering, and study of available computer tools in the market. Graduate standing, ECE major, and or ECE 310. Lecture Graded Only May be taken only once Major Course",3.5,Power Generation,use-3,"{""power generation"": 1}"
ECE 5460 - Advanced Software Engineering (3),"Object-Oriented and Classical Software engineering processes including requirements engineering, specification techniques, design concepts and methods, software testing and integration concepts, verification and validation, quality assurance, configuration management, Multimedia Software Design, Application modeling using Unified Modeling Language. ECE Major, graduate standing, and or ECE 304. Lecture Graded Only May be taken only once Major Course",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
ECE 4868 - Power Systems Electronics (3),"Power electronic applications for industry and power utilities. The emphasis is on the analysis and design of power system components- including single and three-phase DC rectifiers, controlled rectifiers, and DC to AC converters. Selected applications include HV-DC transmission, resonant converters, AC and DC motor drives, static var control, and power quality issues. ECE Major; and , ECE 220, or ECE 299. Lecture Graded Only May be taken only once Major Course",1.5,Power Quality,technical_skills-1,"{""power quality"": 1}"
ECE 4719 - Advanced Control Systems (3),Design of Feedback Control Systems using frequency domain and fuzzy logic. Practical project involving the design of a feedback control system. ECE Major; and or ECE 309; and or ECE 309L. Lecture Graded Only May be taken only once Major Course,2.0,Control Systems,technical_skills-1,"{""control systems"": 2}"
ETM 3141L - Thermal Fluids Laboratory (1),"Experimental study of Thermodynamics, Fluid Mechanics, and Heat Transfer. ETT or EMSET major, C- or better in or ETT 310, and C- or better in or ETM 306. Laboratory Graded Only May be taken only once Major Course",1.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 1}"
ETM 3081 - Applied Heat Transfer (3),"Application of basic principles governing the three modes of heat transfer: conduction, convection and radiation. Empirical and practical relations for forced convection heat transfer and heat exchanger analysis and design. ETT or EMSET major, and C- or better in or ETT 310. Lecture Graded Only May be taken only once Major Course",2.5,Heat Transfer,technical_skills-1,"{""heat transfer"": 3}"
ETM 2201 - Strength of Materials (3),"Stress-strain diagrams; tensile, compressive and shear stresses; working stresses and factors of safety; torsional stress and angular deformation in circular shafts; beam analysis, shear and moment diagrams, bending stress, shear stress, and beam deflections; column analysis; bolted and riveted connections in direct shear and eccentric loading; thin-walled pressure vessels; thermal stresses; combined stresses and static failure theories and introduction to static failure theories. ETT or EMSET major, C- or better in or MAT 130, C- or better in or ETT 210, and C- or better in or ETT 217. . Lecture Graded Only May be taken only once Major Course",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
ETM 2201L - Strength of Materials Laboratory (1),"Stress-strain diagrams; tensile, compressive and shear stresses; working stresses and factors of safety; torsional stress and angular deformation in circular shafts; beam analysis, shear and moment diagrams, bending stress, shear stress, and beam deflections; column analysis; bolted and riveted connections in direct shear and eccentric loading; thin-walled pressure vessels; thermal stresses; combined stresses and static failure theories and introduction to static failure theories. ETT or EMSET major, C- or better in or MAT 130, C- or better in or ETT 210, and C- or better in or ETT 217. . Laboratory Graded Only May be taken only once Major Course",3.5,Pressure Vessel,delivery_and_storage-3,"{""pressure vessel"": 1}"
ETM 2121 - Applied Mechanics for Electronic Systems Engineering Technology (3),Introduction to the basic concepts of mechanics. Application of the theory of motion of rigid bodies with acceleration from applied forces. Emphasis on problems in which those bodies can be considered as non-rotating. Introduction to plane motion with rotation. Uses analytical methods. . Lecture 3 hours lectures/problem-solving Graded Only May be taken only once Major Course,2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
ETM 4931L - Mechatronics Laboratory (1),"An introduction to microcontrollers and applications, operation of various sensors and actuators and the corresponding technologies, and demonstrates various practical traditional as well as cutting edge mechatronic system technologies and their applications such as pneumatic automation, autonomous aerial vehicles, experimental photon quantum entanglement and cryptography, photovoltaic solar cells and solar energy measurement, and fuel cells for vehicles. , , , and . . Laboratory Graded Only May be taken only once Major Course",5.0,Fuel Cell;Automation,use-3;technical_skills-1,"{""fuel cell"": 1, ""automation"": 1}"
ETM 4921 - Turbomachinery (3),"Introduction to the basics of theory, design, selection and applications of turbomachinery. Turbomachines are widely used in many engineering applications such as energy conversion, power plants, air-conditioning, pumping, refrigeration systems, vehicle engines, jet engines, wind turbines etc. An understanding of the turbomachinery operation and preliminary designs of turbo machines. Emphasis will be placed on fluid mechanics, thermodynamics, and aerodynamics design aspects of compressors and turbines. ETM 3061 and ETM 3101. Lecture Graded Only May be taken only once Major Course",3.5,Compressors,delivery_and_storage-3,"{""compressors"": 1}"
ETM 4931 - Mechatronics (3),"Introduction to Mechatronic Engineering, Dynamic Models and Analogies, Component Interconnection and System Integration, Performance Specification and Analysis, Role of sensors, transducers and actuators in a mechatronic system, mechatronics design, Case Studies in Mechatronics including micro-electromechanical systems, autonomous unmanned aerial vehicles, quantum engineering, pneumatic and hydraulic systems for automation, solar energy and fuel cell systems for vehicles. , , , and . . Lecture Graded Only May be taken only once Major Course",5.0,Fuel Cell;Automation,use-3;technical_skills-1,"{""fuel cell"": 1, ""automation"": 1}"
ETM 4911L - Applied Finite Element Analysis Laboratory (1),"Introduction to the computer implementation of finite element analysis using commercial software ANSYS or similar software. The focus will be on the development of skill sets for solving realistic and industry relevant structural/ thermal engineering problems. Through the various labs, students will gain proficiency in geometry preparation/cleanup, meshing, applying loads/ boundary conditions, solving and post processing techniques. Introduction to the techniques and best practices for solving challenging non-linear problems. ETM 2201/L or ETT 220/L, and MFE 1260/L or MFE 126/L. ETM 4911. Laboratory Graded Only May be taken only once Major Course",1.5,ANSYS,technical_skills-1,"{""ansys"": 1}"
ETM 4191 - Applied Thermodynamics II (3),"Introduction to Exergy analysis for closed system and control volume, Exergic efficiency, Thermoeconomics, Vapor power systems, Gas power systems, Otto , Diesel and Dual Cycles, Regenerative Gas Turbines, Gas turbine-based Combine cycles, refrigeration and heat pump systems, Selecting refrigerant, Ideal Gas Mixtures and psychrometric applications, Psychrometric charts, Analyzing Air-Conditioning Processes, Introduction to reacting mixtures and combustion. ETT or EMSET major, and C- or better in or ETM 306. Lecture Graded Only May be taken only once Major Course",3.5,Gas Turbine;Combustion,engineering_capabilities-2,"{""gas turbine"": 2, ""combustion"": 1}"
ETM 4151 - Renewable Energy Systems (3),"Introduction to renewable energy systems. Fundamentals of solar-thermal, solar-photovoltaic, wind energy, wave energy, geothermal energy, hydropower energy, energy storage technics, and thermal energy storage. ETT or EMSET major, and C- or better in or ETM 308. Lecture Graded Only May be taken only once Major Course",5.0,Renewable Energy,sustainability_and_policy-4,"{""renewable energy"": 2}"
ETM 4101L - Internal Combustion Engines Laboratory (1),"Theory and performance of internal combustion engines, compression, carburetion, fuel injection, ignition, and cooling; power takeoff, use of instrumentation. Selection and rating of fuels. ETT or EMSET major, C- or better in or ETM 306, and C- or better in or ETT 211. . Laboratory Graded Only May be taken only once Major Course",3.0,Combustion,engineering_capabilities-2,"{""combustion"": 2}"
ETM 4101 - Internal Combustion Engines (3),"Theory and performance of internal combustion engines, compression, carburetion, fuel injection, ignition, and cooling; power takeoff, use of instrumentation. Selection and rating of fuels. ETT or EMSET major, or CHM 121, C- or better in or ETT 210, and C- or better in or ETM 306. . Lecture Graded Only May be taken only once Major Course",3.0,Combustion,engineering_capabilities-2,"{""combustion"": 2}"
EMT 6360 - Project Management (3),"Project Management knowledge areas. Project initiation and charter. Project triple constraints, Time and cost Management, CPM, PERT, time and cost trade off and project expediting, resource allocation and leveling. Risk management, Management of human resources, team dynamics, and organizational issues. Project monitoring and control, earned value analysis. Procurement and Quality Management. Lecture Graded Only May be taken only once",3.0,Project Management,engineering_capabilities-2,"{""project management"": 2}"
EMT 5490 - Advanced Methods in Operations Research (3),"Methodology of operations research and algorithms for system optimization, emphasis on methods yielding practical numerical procedures. Linear programming and extension, goal and integer programming, transportation problem, Markov chain, queuing theory, and decision theory. Lecture Graded Only May be taken only once Major Course",2.5,System Optimization,engineering_capabilities-2,"{""system optimization"": 1}"
EGR 5360 - Composite Materials (3),"Mechanical behavior and materials science of composite materials. Fiber-reinforced composites, particulate reinforced composites (metal matrix and ceramic matrix), sandwich & laminated structures. Micromechanics & macromechanics of the lamina & laminate. Classical Lamination Theory. Lamina & laminate strength & failure criteria. Interlaminar stresses, fatigue & fracture mechanics, and bending, buckling, & vibration of plates. Design of composite structures. Fabrication, defect detection, analysis and repair. Test procedures for characterizing properties. Assumptions, limitations & emergent research. Hand analysis procedures & development of computer codes for analysis. Lecture Graded Only May be taken only once Major Course",2.5,Materials Science,engineering_capabilities-2,"{""materials science"": 1}"
