course_id,title,description,relevance_score,matched_keywords,matched_groups,keyword_frequencies
FNR 29800,"Topical Problems In Forestry And Natural Resources Credit Hours: 0.00 to 4.00. The class will be used primarily for lower-level undergraduate research projects and for the development of new and/or temporary courses for lower-division students. The course also offered for 0 credit for training opportunities (e.g., first aid for undergraduates attending summer practicum). Credits: 0.00 to 4.00 FNR 30110 - Sustainable Wood Products Manufacturing","Sustainable wood processing methods for hardwood and softwood sawmilling; veneering; plywood; pallets; lumber drying; reconstituted products including particleboard, medium density fiberboard, and oriented strand board; wood preservation including lumber, crossties, poles, and piling; secondary products including furniture, cabinets, millwork; and others; wood residues, woody biomass and others as appropriate will be covered. In addition to processing methods, the grading of material, including logs, hardwood and softwood lumber and consideration of applicable standards, and sustainability initiatives will be covered.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
FNR 30200,Global Sustainability Issues,"This course explores global sustainability issues in natural resources with emphasis on forestry, wood products manufacturing, conservation, water management, energy and their impact on the targeted geographic location (such as Central America, Eastern Europe) and the rest of the world. The purpose of this course is to present students, regardless of their disciplinary background, with an overview of the interdisciplinary aspects of sustainable natural resource management. This colloquium course will examine global sustainable natural resources and related issues (including population, poverty, pollution, climate change, deforestation, invasive species, urbanization, habitat loss, cultural traditions, water management, energy, education, technology, and international collaboration).",6.5,Resource Management;Sustainability,technical_skills-1;sustainability_and_policy-4,"{""sustainability"": 2, ""resource management"": 1}"
FNR 35500,Quantitative Methods For Resource Management,Application of analytical and computational techniques for the purpose of making decisions regarding the management of forests.,1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
FNR 35700,Fundamental Remote Sensing,"Introduction to the principles of remote sensing, aerial photo interpretation, photogrammetry, geographic information systems, and global positioning systems. Primary applications of geospatial science and technology in forestry and natural resources.",2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
FNR 35900,Spatial Ecology And GIS,Introduction to the principles of landscape ecology and biogeography with a laboratory devoted to the analysis of spatial data using geographic information systems.,2.5,Geographic Information Systems,engineering_capabilities-2,"{""geographic information systems"": 1}"
FNR 35910,Spatial Ecology,"Introduction to the principles of landscape ecology and biogeography. Landscape ecology focuses on the important relationships of landscape structure (pattern, heterogeneity) and ecological processes (movement of animals, hydrologic dynamics) and how this information is used for natural resource management. Biogeography examines ecological patterns and processes at larger scales (generally at subcontinental to global) for the purposes of managing plants and animals of global importance.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
FNR 35950,Spatial Ecology Laboratory,"The lab will focus on the use and application of spatial databases that are common in natural resource management settings. Introduction to the principles of landscape ecology and biogeography with a laboratory devoted to the analysis of spatial data using geographic information systems and other database tools. Landscape ecology focuses on the important relationships of landscape structure (pattern, heterogeneity) and ecological processes (movement of animals, hydrologic dynamics) and how this information is used for natural resource management. Biogeography examines ecological patterns and processes at larger scales (generally at subcontinental to global) for the purposes of managing plants and animals of global importance. In the last 15 years, tremendous efforts have been made to create spatial databases that help support research and management of natural resources at various scales.",4.5,Resource Management;Geographic Information Systems,engineering_capabilities-2;technical_skills-1,"{""geographic information systems"": 1, ""resource management"": 2}"
FNR 37500,Human Dimensions of Natural Resource Management,"An introduction to the human dimensions of forestry, wildlife, and recreation; students will learn how values, attitudes, community, and behavior relate to natural resource management and decision-making; various natural resource management stakeholders such as private landowners, natural resource agencies, the judiciary, and environmental and natural resource interest groups will be discussed; course will utilize case studies specific to Indiana and the Midwest; course includes weekly discussions during recitations.",2.5,Resource Management,technical_skills-1,"{""resource management"": 3}"
FNR 41910,Furniture Product Development And Strength Design,"Qualitative and quantitative principles of furniture construction, product development methodology and strength design principles, furniture performance testing, product sustainability and end of life options (LCA, computer-based applications and solutions). Course features laboratory evaluating, furniture joints and furniture structures.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
FNR 45200,Aquaculture,"Historical perspectives and current practices in aquaculture, including production systems, feeds, water quality requirements, and diseases of commercially important species.",1.5,Water Quality,technical_skills-1,"{""water quality"": 1}"
FNR 48410,"Sustainable Wood Products, Furniture Design And Manufacturing","This project-based course explains principles of product development, furniture construction, strength design, performance testing, and product sustainability (life cycle analysis and end-of-life options). The course familiarizes students with methods such as Computer-Aided Design (CAD), Computer-Aided Manufacturing (CAM), Computer Numerical Control (CNC) router operation, rapid prototyping, and basics of secondary wood products manufacturing, to build an actual product.",5.0,Life Cycle Analysis;Sustainability,sustainability_and_policy-4,"{""sustainability"": 1, ""life cycle analysis"": 1}"
FNR 58000,Research Methods For Natural Resource Social Science,"This class covers basic elements of research design for social scientists, with an emphasis on issues pertinent to natural resource management. Topics to be covered include the role of theories and paradigms in designing sound research, writing research questions and hypotheses, and the importance of validity and reliability in research design. Qualitative, quantitative, and mixed methods designs are presented and discussed.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
FNR 58600,Urban Ecology,"Urbanization is on the rise, transforming natural ecosystems into coupled human-natural ecosystems that encompass complex, novel functional and structural characteristics shaped by people and the inherent environment. Through local field trips and readings of the primary scientific literature, we examine the unique characteristics of coupled human-natural ecosystems. The course is designed to be broadly accessible to students from a variety of backgrounds, interests, and majors who are interested in environmental science and engineering and emphasizes the importance of incorporating an ecological perspective in environmental engineering and natural resource management. This course covers fundamental principles of ecology as applied in urban and other coupled human-natural systems with emphasis on the impacts of modern industrial society on ecosystem structure and function. Organizing themes addressed in this class include macroscale processes, systems thinking, and topics related to urban systems.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
FNR 58700,Advanced Spatial Ecology And GIS,"Introduction to the principles of landscape ecology and biogeography with a laboratory devoted to the analysis of spatial data using geographic information systems and other database tools. Landscape ecology focuses on the important relationships of landscape structure (pattern, heterogeneity) and ecological processes (movement of animals, hydrologic dynamics) and how this information is used for natural resource management. Biogeography examines ecological patterns and processes at larger scales (generally at subcontinental to global) for the purposes of managing plants and animals of global importance. In the last 15 years, tremendous efforts have been made to create spatial databases that help support research and management of natural resources at various scales. The lab will focus on the use and application of these databases that are common in natural resource management settings.",4.5,Resource Management;Geographic Information Systems,engineering_capabilities-2;technical_skills-1,"{""geographic information systems"": 1, ""resource management"": 2}"
HSCI 35300,Occupational Safety Management And Culture,"The Occupational Health and Safety Manager assumes a critical role within an organization - protecting the employees from suffering work-related injuries, illnesses, and fatalities. This job requires a number of approaches to achieve this aim, including employee training, hazard identification and abatement, safety policy development, and incident investigation. The health and safety manager often forms a bridge between upper management and frontline employees. As such, the successful health and safety manager needs skill sets which transfer across organizational levels. This course will explore strategies managing an effective health and safety program within an organization. Management strategies will be viewed from multiple perspectives. In relation to the frontline employee, topics will be explored to help engage employees in safe behaviors and dealing with situations in which failures occur, resulting in accidents. The upper management perspective will focus on the establishment of a safety management system and effective techniques for measuring and reporting safety performance. A final perspective will consider both the frontline employee and upper management. This perspective will explore strategies to establish a positive safety culture within an organization to bring the frontline employees and upper management together in their vision of a safe and healthy workplace.",1.5,Hazard Identification,technical_skills-1,"{""hazard identification"": 1}"
HSCI 44400,Exposure Assessment In OEHS,"Exposure assessment is an essential component of Environmental Health Science and industrial hygiene. This course provides students basic scientific knowledge of exposure assessment, with emphasis on practical aspects of exposure science, including study design, data and measurement collection, data analysis, and results interpretation and presentation. Course topics include major exposure media and pathways (air, water, food, soil, etc.) and important exposure routes (inhalation, ingestion, dermal absorption); exposure measurement and assessment; strengths and weaknesses of various exposure assessment techniques, how to link exposure assessment with environmental health, and human subject research in exposure studies. The course includes case studies and group projects. Students are expected to develop entry-level skills for designing exposure studies applicable to human exposure monitoring, epidemiologic investigations and health risk assessment.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
HSCI 52000,Risk Assessment In Environmental Health,"Risk assessment as used in environmental health is the scientific process used to determine the extent of human exposure to an environmental hazard, and the type and quantify of health effects that are likely to result from these exposures. Information derived from risk assessments are used as the basis for setting regulatory guidelines, determinations of whether a given situation is ""safe"" or ""hazardous"" throughout government and industry. This course will cover the process and steps needed to performing a risk assessment, how risk communication can be used to discuss results of a risk assessment, and the use of risk management as a tool to translate results of a risk assessment into policy.",4.0,Risk Assessment,technical_skills-1,"{""risk assessment"": 6}"
HSCI 55300,Advanced Occupational Safety Management And Culture,"The Occupational Health and Safety Manager assumes a critical role within an organization, protecting the employees from suffering work-related injuries, illnesses, and fatalities. This job requires a number of approaches to achieve this aim, including employee training, hazard identification and abatement, safety policy development, and incident investigation. The health and safety manager often forms a bridge between upper management and front line employees. As such, the successful health and safety manager needs to skill sets which transfer across organizational levels. This course will explore strategies managing an effective health and safety program within an organization. Management strategies will be viewed from multiple perspectives. In relation to the front line employee, topics will be explored to help engage employees in safe behaviors and dealing with situations in which failures occur, resulting in accidents. The upper management perspective will focus on the establishment of a safety management system and effective techniques for measuring and reporting safety performance. A final perspective will consider both the front line employee and upper management. This perspective will explore strategies to establish a positive safety culture within an organization to bring the front line employees and upper management together in their vision of a safe and health workplace.",1.5,Hazard Identification,technical_skills-1,"{""hazard identification"": 1}"
HSCI 55301,Advanced Occupational Safety Management And Culture Project,"The Occupational Health and Safety Manager assumes a critical role within an organization - protecting the employees from suffering work-related injuries, illnesses, and fatalities. This job requires a number of approaches to achieve this aim, including employee training, hazard identification and abatement, safety policy development, and incident investigation. The health and safety manager often forms a bridge between upper management and front-line employees. As such, the successful health and safety manager needs skill sets which transfer across organizational levels. Permission of instructor required.",1.5,Hazard Identification,technical_skills-1,"{""hazard identification"": 1}"
HSCI 67200,MRI Quality Assurance Internship I,"This internship course provides didactic training and practical experience in clinical diagnostic medical physics. Students will spend 3-4 hours per week learning the responsibilities of a medical physicist in MRI quality assurance (QA) such as MRI system performance testing, setting up weekly MRI QA procedures, analysis of MRI QA data, and annual clinical system evaluations. In Part I students will observe and review the weekly MRI QA tests performed by the MR Technologists on clinical MRI scanners and be involved with data analysis of these tests (image quality assessment, reporting). Annual MRI system performance evaluations of different clinical scanners will be observed and discussed. This includes assessing magnetic field homogeneity, slice position accuracy and slice thickness accuracy, and performance of radio frequency coil tests on the various coils available at different clinical MRI sites in the Indianapolis area. Students will also work as a team with the instructors on a course project to develop and evaluate advanced MR QA methods and procedures. Prerequisites: HSCI 57000. Having documented experience in running an MRI scanner, e.g., having primary operator status on one of the research scanners at Purdue or IU. Level II MRI Safety Training: http://www.indiana.edu/~mri/safety_nonIU/safety.html. Permission of instructor required.",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
HSCI 67300,MRI Quality Assurance Internship II,"This internship course provides didactic training and practical experience in clinical diagnostic medical physics. Students will spend 3-4 hours per week learning the responsibilities of a medical physicist in MRI quality assurance (QA) such as MRI system performance testing, setting up weekly MRI QA procedures, analysis of MRI QA data, and annual clinical system evaluations. In Part II of the course, MRI system performance evaluations of different clinical scanners will be performed by the students independently following the ACR guidelines. This includes assessing magnetic field homogeneity, slice position accuracy and slice thickness accuracy, and performance of radio frequency coil tests on the various coils available at different clinical MRI sites in the Indianapolis area. Students will also work as a team with the instructors on a course project to develop and evaluate advanced MR QA methods and procedures. Prerequisites: HSCI 67200. (This course provides the theoretical basis and opportunity to observe MRI QA on clinical scanners, and forms the basis for this course, Part II). Permission of instructor required.",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
HSCI 67400,Radiological Diagnostic Imaging Internship,"This internship course provides the student with hands-on experience with clinical imaging equipment, lectures on the fundamental operation of the equipment, and quality assurance/control methods/assessment of this equipment. Students will learn the safety and imaging performance of flat panel digital x-ray system, fluoroscopy, CT scanner, Ultrasound system, and MRI scanner. Lectures will provide fundamental physics and operation of each system, perform quality assurance methods employed by board certified Medical Physics, and subsequent analysis of these methods. This course is to be delivered as a 50-minute lecture, a 150-minute lab, which includes additional time for image analysis (computational lab). The goal of this course is to provide the necessary information as part of CAMPEP/ABR and ACVR. Prerequisite: HSCI 570 Introduction to Medical Imaging.",2.0,Quality Assurance,technical_skills-1,"{""quality assurance"": 2}"
HORT 12200,"Living Landscapes: Grow, Design, Sustain","This course is designed for students in the department of Horticulture and Landscape Architecture or those interested in HLA majors. Students will learn about concepts such as plant science, land use, landscape design, sustainability, food systems, and more. Activities include learning from faculty in various fields, taking field trips, and participating in engaging academic and social activities. The course will cover broad topics related to plants, what you can study and courses you can take, and how you can put plants to work in a variety of careers.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HORT 60200,Horticulture Research Seminar,"Weekly attendance at the Horticulture and Landscape Architecture Departmental seminars to help graduate students develop an appreciation for attending seminars and learning appropriate and effective presentation skills. HORT 602 compliments HORT 60100 and HORT 60300 by extending the presentation and project development approaches learned, so that students are better ready to prepare and defend their project proposals in HORT 60300. Prerequisite: BCHM 56100. Credits: 1.00 HORT 60300 - Grants And Grantsmanship Credit Hours: 1.00. Focuses on funding opportunities in agricultural research and techniques of writing successful scientific grant proposals. Students will write a proposal on a research topic of their choice during the course, and they will gain experience in the peer review process by preparing written reviews of proposals and participating in a panel meeting in which proposals are discussed and ranked.",2.5,Project Development,engineering_capabilities-2,"{""project development"": 1}"
HTM 16200,Introduction To Event And Meeting Planning Industry,"Upon completion of this course, students will have a comprehensive overview of the event and meeting industry. Topics will include the supply and demand side of event and meeting management, the basic planning process needed for any event or meeting, sustainability, business ethics, and keeping pace with current industry trends through guest lectures from event and meeting planners.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HTM 31200,Talent Management For Service Industries,"Service organizations are labor-intensive, requiring effective talent management to be successful. Managers must be able to attract, develop, motivate, and retain employees to deliver exceptional service. Building on leadership skills and management principles, this course will emphasize the strategic role of human resource management with topics that span the lifecycle of a job (e.g., recruitment, selection, training, performance management, compensation, etc.). Students will explore the science behind effective talent management, developing knowledge and skills that will prepare them to manage a growing and diverse workforce.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
HTM 36200,Event And Meeting Management,"The principles and practices of event and meeting management will be covered in this course, including: strategic event planning process, project management, risk management, financial management, human resources, stakeholder management, meeting or event design, site location and management, marketing, professionalism, and ethics. Students will gain hands-on experience planning, directing, organizing and controlling a small-scale event.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
HTM 37000,Sustainable Tourism And Responsible Travel,"This course will examine issues associated with sustainability in the hospitality and tourism industry. It will examine how principles of sustainable development and the triple bottom line (economic, social and environmental) are applied to hospitality and tourism. The course will address sustainability across a variety of tourism sectors including destination management, lodging, restaurants and meetings. The course will also examine consumer issues associated with sustainability.",5.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 3}"
HTM 38110,Revenue Management In Service Industries,"Revenue management plays a vital role in guiding service businesses to allocate resources efficiently, understand customer behavior, stay competitive, and achieve long-term sustainability and profitability. This course provides students with the theoretical foundation and practical applications of revenue management in service industries. The course cultivates students' revenue optimization mindset and analytical skills. Students will have the opportunity to earn an industry- recognized certification.",4.5,Sustainability,sustainability_and_policy-4,"{""sustainability"": 1}"
HTM 42200,Hospitality Facilities Design And Management,The facility is the largest asset for most hospitality operations and profoundly impacts guest experience. How it is designed and managed can be the difference between operational success and failure. The primary goal of this course is to foster student understanding of facility design and physical plant maintenance. Students will learn standard language and concepts along with problem-solving and project management techniques to enable cost-effective decisions in creating a physical environment that maximizes the guest experience.,2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
HTM 46200,Advanced Event And Meeting Management,"Advanced aspects of meeting and event management principles and practices will be covered in this course. A focus is placed on: strategic planning, project management, finance and risk management, event design, site management, and ethics.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
HTM 58100,Advanced Hotel Management,"A study of current service management theories as they apply to hotel management. Theory topics include strategic planning, hotel organization and communication, organizational leadership, and control systems. Topics will be discussed from the viewpoint of the hotel's general manager.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
IET 23500,Introduction To Systems Thinking And Process Improvement,"This course provides the foundation for technology systems processes and practices. The content covers the discussion of current systems issues, basic systems technology processes, and the role of systems engineering professionals in a global business environment. Topics include basic principles of systems thinking, the concepts of performance and cost measures, alternative design concepts, lean processes, and sustainable life-cycle management within an enterprise and across the supply chain.",2.5,Systems Engineering,engineering_capabilities-2,"{""systems engineering"": 1}"
IET 28100,Industrial Safety,"A course designed to develop understanding of, and insight into, the basic aspects of accident prevention and safety. Specific attention will be given to (1) the psychological aspects of accident prevention; (2) the principles of accident prevention; (3) the practical aspects of planning, implementing, and maintaining a safe environment; and (4) standards, current laws, and regulations. Field trips may be required.",1.5,Industrial Safety,technical_skills-1,"{""industrial safety"": 1}"
IET 31600,Statistical Quality Control,"This course introduces the application of statistical and probability tools to develop, implement, and maintain effective quality assurance in technology and service systems. A systems approach to product or service quality from inception to disposal is employed. Factors affecting variation in quality are studied. The concepts and implications of quality from a global business environment are examined.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
IET 33100,Advanced Industrial Safety And Health Management,"An introduction to OSHA and standards development for occupational health in general industry. Special emphasis is on fire protection and egress, flammable and combustible liquids, electrical, personal protective equipment, machine guarding, industrial hygiene/blood-borne pathogens, ergonomics, and ISO 9000/14000 integration.",1.5,Industrial Safety,technical_skills-1,"{""industrial safety"": 1}"
IET 33610,Risk Analysis And Assessment,"This course introduces the tools for identifying and analyzing inherent risks associated with the decision- making process. The challenges of quantitative risk assessment are introduced using decision trees, influence diagrams, and probability models. The concepts of risk index, options, avoidance, prevention, and reduction are discussed in the context of technology systems.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
IET 34250,Purchasing And Contract Management,"This course examines the processes by which goods and services are acquired through purchasing and contract management. Topics include procurement, contract strategies, source selection, identifying contract type, product liability and risk, the bid process and response evaluation; contract risk assessment, contract negotiation, and contract law.",1.5,Risk Assessment,technical_skills-1,"{""risk assessment"": 1}"
IET 50800,Quality And Productivity In Industry And Technology,"Examines the contemporary issues of continuous improvement in quality and productivity in manufacturing and service industries. Includes a close examination of the evolving philosophies bearing on the scope, improvement, and costs of quality assurance programs in industry and technology.",1.5,Quality Assurance,technical_skills-1,"{""quality assurance"": 1}"
IMPH 57400,Pharmaceutical Biotechnology,"Pharmaceutical biotechnology is the array of scientific and engineering principles used to develop, manufacture, and regulate biologic drugs. Biologic drugs - also known as ""biologics"", ""biopharmaceuticals"", or ""large molecule drugs"" - are medicinal agents derived from living systems, in contrast to more conventional ""small molecule drugs"" produced by organic chemical synthesis. Since the approval of the first recombinant human insulin in 1982, biologics have grown from niche products to occupy a prominent place in the pharmaceutical armamentarium. Today, biologics provide innovative treatments for a host of previously intractable diseases, including cancers, autoimmune disorders, and diabetes. The global biologics market was more than $300 billion in 2019, accounting for 20-25% of all pharmaceutical sales. This course introduces students to pharmaceutical biotechnology. The five didactic sections of the course present: (i) the biotech drug market, (ii) cellular and molecular biology foundations, (iii) formulation and stability of biotech drug products, (iv) analytical methods for quality assurance, and (v) manufacturing methods. In the sixth and final section of the course, students will present case studies on currently approved biotech drugs, integrating and applying what they've learned. The course is intended for beginning graduate students in the Departments of Industrial and Physical Pharmacy, Chemical Engineering, and Biomedical Engineering. The course may also be suitable for well-qualified upper-division undergraduates. Permission of department required.",4.5,Chemical Engineering;Quality Assurance;Chemical Synthesis,engineering_capabilities-2;technical_skills-1,"{""chemical engineering"": 1, ""chemical synthesis"": 1, ""quality assurance"": 1}"
ILS 25000,Introduction To Geographic Information Systems,"Geographic Information Systems (GIS) plays an important role in many disciplines as a tool for data management, query, visualization, and analysis. It can be used for natural resource management, environmental studies, agriculture, as well as social and political studies. This course will introduce students the basic knowledge about GIS, including the fundamental concepts of GIS, data models and management strategies, as well as some basic spatial analysis skills. Practical work will be introduced and completed using Esri ArcGIS Pro software. Permission of department required.",4.5,Resource Management;Geographic Information Systems,engineering_capabilities-2;technical_skills-1,"{""geographic information systems"": 2, ""resource management"": 1}"
MGMT 28900,Doster Leadership Conference Board Experiential Course,"This experiential course focuses on developing leadership and managerial skills through the planning and execution of the Doster Leadership Conference. The course is designed for students currently in a leadership role related to the Doster Leadership Conference. The material is developed to offer evidence-based approaches to tasks and issues you will face in your role as a board member for the Doster Leadership Conference. In this course, you'll learn to tackle real-world challenges, improve communication, and foster effective teamwork. You'll also gain insights into event logistics, budgeting, and stakeholder engagement while honing your problem-solving abilities. By actively participating in the conference's development, you'll grow as a leader, event organizer, and team member and be better prepared for leadership and project management roles in the future. Ultimately, you will become a stronger, more thoughtful, more organized, and more creative board member and board committee as a whole. Permission of instructor required.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MGMT 35500,Consulting Tools And Skills,"This novel course will provide an opportunity for motivated students to gain exposure to the skills and tools necessary to succeed in the consulting industry. There will be a chance to work in small teams to define client problems, collect and analyze data, develop solution proposals, and implement recommendations. Students will also be given an insider's look into the history of consulting, common types of consulting, and professional standards in this specialized area of management. Honing skills in project management, presentation delivery, storytelling, and stakeholder engagement will form the foundation of the tools used to solve client challenges.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MGMT 37300,Accounting Information Systems & Data Analytics,"Learn how to manage the design, control and operation of accounting information systems. The emphasis is on identifying the information needs of decision makers and developing appropriate business process control in the design of accounting information systems. Gain an understanding and appreciation of the accounting information system and how it is used to successfully manage, audit and develop processes to support today's evolving business environment.",1.5,Process Control,technical_skills-1,"{""process control"": 1}"
MGMT 44301,Management Of Human Resources,"Survey of theory and techniques used in human resource management within organizations. Emphasis is placed on legal concerns, human resource staffing and development, reward systems, and the role of unions in American society. Techniques studied include job analysis, the use of various recruitment and selection procedures, compensation, administration, and collective bargaining. No credit for students in the School of Management.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MGMT 44428,Human Resources Management,"Survey of the techniques and practices used in human resource management. Emphasis is on legal requirements, cost/benefit considerations, and strategic needs in managing human resources. Topics include recruitment, selection and placement, compensation, work design, and reactions to work. Specific techniques reviewed include assessment centers, incentive plans, structured interviewing, and autonomous work groups. Current issues and managerial decision making are emphasized.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
MGMT 44433,Leading And Working In Teams,"This course will explore the forces that affect behavior in teams, and the factors that lead to team success. We will use a variety of readings, cases, activities, and class discussions to build concrete skills related to leading and working in teams. The course will explore the specific challenges associated with leading teams, some of which include: building and designing teams, managing information exchange within and across teams, structuring effective group decision processes, igniting creative thinking, enabling complex problem solving, managing team diversity and conflict, and managing systems of teams. Permission of instructor required.",3.5,Ion Exchange,production-3,"{""ion exchange"": 1}"
MGMT 46200,Advanced Manufacturing Planning And Control Systems,"The course examines key concepts in the planning, control, and improvement of processes in manufacturing and service operations. Specific topics covered in the course include: (i) Product/service characteristics that provide value to customers and competitive priorities, (ii) Role of processes and key operations choices to support the competitive priorities, (iii) Process analysis and scheduling, (iv) Throughput principles to deal with adverse impacts of process uncertainties and bottlenecks, (v) Managing capacity and lead times, (vi) Throughput principles to deal with wastes and errors, including the Toyota Production System and Lean Operations, and (vii) Coordinating material/order flows in supply chain - MRP, and Resources and Production Planning - Aggregate Production Planning. The class uses a combination of lectures, cases, simulations, outside speakers, experiential exercises, and student presentations. An important component of the course is a hands-on exercise where students in teams of seven or eight design and run a production process to meet demand for a quality-conscious customer. The teams then present the lessons learned to the class.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
MGMT 46600,Project Management,"This course seeks to introduce different phases of managing projects from conception to termination with particular emphasis on quantitative tools for planning, scheduling, resource allocation, monitoring, and control. In addition, topics such as risk management, quality management and procurement management will be covered. Students will also gain a working knowledge of MSProject software.",2.5,Project Management,engineering_capabilities-2,"{""project management"": 1}"
MGMT 46700,Big Data & Cloud Computing,"Cloud computing and big data technologies are rapidly enhancing an organization's business intelligence ecosystem. Two modules of the course are specially designed for students to gain valuable hands-on experience in collecting, cleaning, formatting, integrating, and storing massive amounts of data that may be structured or unstructured, archived, or streaming in a cloud platform. The first module will introduce cloud computing fundamentals, its enabling technologies, main building blocks, and hands-on experience through projects utilizing Google Cloud Platform (GCP). The second module will cover processes for creating data pipelines in GCP so that the student will be able to curate big data for training, analysis, and prediction using AI/ML and other data science techniques.",3.5,Pipeline,delivery_and_storage-3,"{""pipeline"": 1}"
MGMT 47400,Predictive Analytics,"Students build and evaluate predictive models to support regression-type and classification-type business problems using popular industry tools (e.g., RStudio, SAS Enterprise Miner). Methods covered include multiple linear regression, ridge regression, lasso, CART, logistic regression, LDA/QDA, SVM, and ensemble methods such as random forests.",1.5,Predictive Analytics,technical_skills-1,"{""predictive analytics"": 1}"
MGMT 50500,Management Accounting II,"The focus of the course is managerial decision making and the economic role of information. Topics covered include decentralized financial performance evaluation, cost analysis, and financial planning and control systems.",1.5,Control Systems,technical_skills-1,"{""control systems"": 1}"
MGMT 55360,Industrial Relations I,"An in-depth examination of human resource management in the context of union-management relations. Emphasis is on understanding how and why unions form, the legal context, and changing competitive environment for labor management relations. Covers the dynamics of the collective bargaining process, including the determinants of bargaining power, preparation of labor contract demands, and negotiation tactics. The course culminates with an extended mock negotiation exercise.",1.5,Resource Management,technical_skills-1,"{""resource management"": 1}"
